Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Label
83,13,89,10,72,7,83,54,61,26,0
15,30,32,10,70,79,91,72,6,67,1
78,9,37,19,67,59,59,49,71,100,0
22,29,7,39,33,72,32,92,66,73,1
52,13,68,77,61,72,32,66,91,93,-1
69,49,67,69,7,97,36,0,66,89,1
92,46,78,63,16,79,30,92,88,43,1
30,29,17,11,65,0,80,76,100,35,0
45,58,58,82,16,16,69,19,33,19,1
0,49,99,30,25,71,29,73,78,38,0
14,70,1,42,10,86,69,45,12,39,0
88,9,14,23,100,95,9,26,85,22,-1
26,65,42,68,21,83,78,11,1,6,0
1,45,50,24,19,17,77,25,22,87,0
71,80,61,1,50,18,42,80,35,9,1
98,25,53,13,43,31,32,5,100,88,1
73,55,10,87,4,42,3,0,47,31,-1
2,43,68,37,78,18,37,33,6,71,0
15,43,97,76,97,18,71,53,90,94,1
5,97,23,47,93,95,2,88,29,32,-1
65,89,72,10,52,3,12,15,57,53,1
98,47,76,8,58,42,43,67,3,19,1
55,3,36,25,69,18,57,45,86,54,0
74,42,19,84,65,28,73,5,38,3,-1
99,89,93,87,52,85,56,84,36,76,1
41,9,78,23,43,93,25,89,3,61,1
62,6,94,65,11,46,27,39,56,75,1
25,70,4,24,35,35,81,43,50,63,-1
55,33,25,15,46,100,1,16,35,53,1
39,16,73,41,24,92,44,55,72,37,1
51,24,65,90,10,29,39,31,70,7,-1
46,21,42,16,87,78,47,96,84,93,0
91,81,4,95,47,7,72,79,5,32,-1
79,13,25,28,72,83,79,43,10,39,0
52,19,94,59,42,68,92,56,99,29,-1
59,96,36,9,92,55,32,47,85,56,-1
75,5,42,68,51,42,1,79,13,36,1
25,50,85,31,55,60,81,59,84,39,1
37,83,27,56,69,96,31,53,15,79,1
83,99,89,86,15,100,58,67,32,27,-1
92,73,18,38,93,44,74,79,71,3,0
30,20,25,44,43,7,17,24,61,94,-1
72,80,28,49,40,50,43,0,20,98,1
69,39,39,60,34,15,21,13,84,41,-1
51,82,73,15,96,84,18,83,51,85,0
54,9,20,28,70,53,80,29,13,93,1
34,70,3,78,44,80,71,71,27,88,0
42,95,7,19,25,18,77,8,99,1,1
45,68,36,77,69,85,87,37,82,11,0
92,74,81,50,17,84,93,66,68,43,0
84,13,77,62,72,21,26,72,58,8,0
92,31,21,50,49,55,77,62,6,68,-1
23,87,20,50,66,72,53,92,92,45,1
28,60,72,39,21,93,12,80,56,4,0
70,82,27,55,91,38,73,100,4,59,-1
55,36,83,37,93,38,99,98,89,98,0
22,16,39,51,79,60,8,54,1,21,0
1,69,14,85,49,0,88,81,34,92,-1
81,12,49,96,85,9,83,51,39,89,-1
69,90,46,70,1,82,38,72,91,31,0
31,69,51,45,11,27,72,94,89,3,1
19,19,6,9,92,52,54,42,98,57,-1
34,61,63,33,77,13,12,3,63,56,1
74,28,64,34,48,62,76,1,53,97,0
69,43,16,48,99,23,64,29,49,36,1
23,49,21,0,70,66,82,86,81,99,0
38,37,22,87,38,71,53,47,16,100,1
56,50,76,96,20,92,29,78,19,76,0
89,63,73,46,2,26,99,52,35,66,0
47,27,28,10,85,66,24,59,1,24,-1
51,59,18,56,96,17,76,99,32,39,1
96,65,14,34,95,18,53,95,17,33,-1
3,32,55,36,93,1,36,93,65,84,-1
14,55,88,32,94,44,90,4,89,22,0
60,21,32,2,39,60,3,24,42,16,0
69,0,19,38,21,58,90,5,79,24,0
41,48,41,77,68,49,35,18,84,36,1
55,27,75,77,26,52,42,15,71,43,0
28,85,80,90,13,18,27,67,94,56,1
83,13,12,18,64,90,0,61,1,5,-1
48,73,18,25,59,36,82,26,86,95,1
38,60,58,51,39,89,18,36,41,87,0
53,12,26,49,68,43,93,88,76,85,1
52,73,78,84,9,91,42,90,94,12,0
41,58,36,22,74,65,7,79,61,71,1
92,13,83,22,20,92,3,88,68,1,1
31,0,39,30,57,65,20,86,32,39,1
64,95,95,19,0,28,71,80,22,67,-1
11,16,57,97,14,30,89,39,78,9,-1
100,74,5,14,66,25,82,84,13,59,-1
3,58,69,72,72,38,28,66,83,2,0
91,52,70,46,20,36,14,50,100,61,1
81,73,55,58,61,63,50,78,49,66,1
21,99,22,84,51,87,14,86,22,67,-1
5,44,80,1,18,80,21,72,88,68,1
64,99,61,15,58,20,89,79,11,1,0
98,51,40,99,13,32,46,80,69,6,0
55,68,9,61,70,63,95,44,65,25,-1
75,9,9,22,53,39,56,81,48,67,0
1,42,4,74,87,12,0,81,43,8,1
78,73,99,68,84,22,64,92,77,49,1
74,89,18,17,4,97,99,62,89,14,-1
69,19,46,16,98,10,67,58,27,8,1
62,84,17,32,31,48,12,68,6,71,0
77,3,92,12,79,36,50,49,7,81,1
16,63,20,28,42,16,68,81,2,70,-1
35,40,9,38,50,73,16,64,68,66,0
58,3,15,91,28,80,38,32,33,34,1
91,60,44,45,8,44,67,65,13,100,-1
98,28,78,8,5,82,52,13,65,62,-1
76,94,93,4,83,92,12,98,69,71,-1
39,55,8,47,46,59,50,49,69,72,-1
92,98,56,2,11,22,1,23,32,3,0
99,55,71,100,62,35,1,8,9,29,-1
79,18,46,28,43,11,89,68,98,53,1
75,30,81,31,9,30,0,99,7,65,-1
54,72,25,61,91,33,21,44,79,53,0
43,62,31,88,93,79,46,76,31,51,0
49,5,1,90,16,33,53,14,2,94,0
49,61,47,27,32,60,88,62,66,78,0
74,56,52,19,47,95,42,51,71,80,0
100,64,76,10,63,26,35,98,33,13,0
73,52,57,31,46,75,79,72,59,75,1
78,11,40,33,36,61,58,68,55,88,-1
99,22,11,16,81,98,82,96,68,95,1
33,98,54,97,54,10,9,6,17,95,0
61,68,94,0,56,23,65,32,57,55,1
5,38,90,29,87,85,61,88,43,94,-1
23,77,6,14,12,70,97,7,84,74,0
20,70,35,76,81,14,54,12,29,93,0
6,93,68,21,33,16,25,84,38,66,-1
11,69,8,95,47,96,41,22,77,56,0
71,63,60,86,0,64,75,44,92,2,0
56,39,57,16,14,35,6,43,27,70,1
39,63,71,85,60,64,6,64,60,42,1
52,77,95,88,90,70,54,83,43,25,1
60,55,23,91,48,72,3,16,74,9,0
20,0,68,100,93,3,39,65,35,60,-1
0,73,86,38,47,31,19,43,30,5,1
55,12,59,79,86,79,90,37,63,40,0
88,91,52,77,15,63,19,8,45,80,0
44,52,18,99,66,35,64,79,13,24,1
23,54,9,7,12,7,4,46,51,97,1
57,33,8,15,57,97,18,28,96,40,-1
75,4,59,85,90,71,63,91,71,0,1
13,51,13,82,87,67,38,80,35,35,0
19,2,25,81,46,34,86,74,27,57,1
15,25,52,31,30,48,57,74,5,27,1
48,2,34,86,4,31,24,84,24,0,1
38,84,37,8,16,16,11,68,5,64,-1
10,90,14,43,69,71,22,6,52,57,-1
6,93,1,43,59,90,42,93,11,23,0
13,26,78,34,20,94,82,45,35,14,0
23,26,60,84,40,77,63,98,48,77,1
0,55,4,91,19,8,55,87,2,36,1
27,93,49,47,57,66,8,37,17,88,1
49,56,37,52,92,68,26,4,54,47,-1
87,33,24,82,23,22,46,39,83,36,-1
16,71,70,4,55,86,29,4,37,2,1
34,47,70,72,100,94,34,40,60,43,0
38,26,56,8,58,68,99,26,73,60,1
91,15,60,77,54,10,76,91,25,28,1
29,88,28,70,19,55,88,86,15,76,1
69,86,100,10,87,92,64,60,72,78,-1
53,84,64,38,46,54,76,50,95,79,1
62,84,39,72,37,66,0,57,85,97,1
99,41,15,11,18,50,97,55,17,95,0
40,54,80,31,10,69,62,78,13,18,1
48,63,76,31,51,40,6,83,18,84,-1
24,91,90,18,15,10,96,19,97,4,1
29,60,33,45,10,56,50,91,15,35,0
98,99,90,31,100,34,9,42,91,48,-1
8,49,0,8,81,96,52,40,26,89,0
90,3,66,93,14,21,73,4,98,81,-1
27,52,24,56,33,22,35,39,56,37,0
18,36,82,84,60,22,90,35,33,85,0
79,35,48,99,30,45,39,82,28,61,1
81,28,51,64,9,13,83,13,74,82,-1
33,41,8,29,3,94,34,46,40,46,0
65,81,61,52,97,17,91,9,31,5,0
19,88,35,26,11,89,79,59,60,55,0
88,64,9,47,5,28,97,26,79,76,-1
45,61,75,70,80,6,43,4,47,17,1
95,31,5,80,70,3,4,80,48,72,1
25,61,55,58,69,93,97,47,15,69,0
33,66,68,97,68,7,35,41,1,54,0
9,15,70,66,26,80,69,83,16,48,-1
27,23,11,10,82,34,0,11,72,89,1
13,12,89,38,18,55,17,27,61,75,-1
30,21,74,3,7,80,58,37,7,59,-1
33,40,12,31,27,16,77,37,83,88,0
0,9,66,22,90,91,36,15,80,71,1
28,4,63,18,80,97,8,48,86,19,-1
32,14,51,12,5,90,8,39,34,50,1
36,58,80,86,56,42,67,51,36,98,1
18,19,74,12,43,90,11,39,94,74,0
75,90,0,42,53,7,24,38,24,92,-1
37,57,4,51,18,55,85,49,78,11,-1
7,82,55,26,91,26,79,93,29,60,0
96,22,43,92,13,70,99,92,40,95,1
40,30,68,38,85,12,32,53,65,97,1
49,14,97,12,22,83,95,0,30,15,1
95,15,38,64,60,65,59,57,61,57,1
61,82,52,100,68,68,25,70,13,79,1
0,79,24,14,87,33,56,29,41,74,1
98,5,47,87,38,11,32,71,77,28,-1
36,33,64,90,85,13,43,59,72,15,-1
51,95,59,87,14,33,56,27,79,29,1
64,82,51,91,99,57,4,61,37,32,1
72,42,83,91,25,28,26,98,81,48,0
81,90,55,58,94,38,99,17,36,63,1
91,55,72,5,33,65,20,100,56,16,1
73,51,11,10,76,30,48,83,48,51,0
100,100,14,10,42,44,10,39,10,24,-1
10,35,43,2,5,54,46,5,76,80,1
9,77,79,73,50,10,4,78,37,27,0
88,7,41,49,54,11,71,69,65,81,1
25,18,96,50,75,56,3,64,47,98,-1
0,0,19,88,8,56,98,55,71,50,0
24,12,78,46,1,36,92,21,51,47,-1
64,88,77,68,25,39,52,96,87,72,0
86,2,14,92,79,36,63,90,45,13,-1
61,29,52,83,22,72,80,14,55,34,1
95,18,53,99,77,16,67,19,72,85,0
98,77,30,3,70,63,86,77,66,98,-1
96,3,12,93,45,67,66,58,14,34,1
53,82,87,67,74,35,95,77,60,67,-1
20,4,2,89,46,3,37,30,28,4,1
90,99,74,78,29,80,65,38,32,11,1
95,17,51,97,3,9,96,9,81,71,1
67,29,56,71,48,70,19,68,46,37,1
40,67,29,6,49,18,78,97,96,85,0
77,79,74,46,7,94,79,76,19,59,-1
56,92,91,95,72,30,45,16,94,94,1
82,11,35,0,20,90,70,1,63,62,1
30,50,48,67,70,58,69,10,52,50,0
34,19,56,47,29,92,72,7,23,3,1
21,40,57,11,35,68,53,90,89,9,-1
24,48,11,52,58,77,59,23,85,95,1
38,14,81,25,74,88,13,45,17,47,-1
53,88,9,94,67,55,72,15,57,65,-1
30,86,12,87,98,54,38,75,40,97,1
14,73,28,21,39,34,11,88,43,15,-1
87,7,28,65,99,94,71,0,99,16,1
54,2,46,73,19,34,81,100,49,66,-1
98,82,39,81,67,68,91,2,46,95,-1
10,25,21,2,29,27,87,63,22,47,1
99,98,1,7,11,51,40,86,28,2,1
83,2,11,89,89,98,51,41,32,58,-1
62,10,87,4,45,56,3,68,68,91,0
7,4,38,70,58,22,47,22,21,24,-1
93,84,6,28,6,93,61,14,78,98,-1
48,46,67,25,4,78,70,18,84,93,0
10,42,75,96,33,68,38,30,5,85,-1
92,42,13,7,100,72,5,81,34,65,1
2,81,68,82,94,48,77,10,14,36,1
25,21,14,10,53,66,32,3,68,59,1
12,63,1,62,70,93,90,8,48,81,-1
13,84,37,70,14,29,35,47,94,32,1
0,83,66,83,67,99,78,4,71,59,0
30,16,2,13,25,49,10,52,66,38,1
35,2,38,28,15,1,4,18,8,97,-1
55,26,31,49,56,36,86,60,81,69,-1
27,53,95,84,6,66,47,58,58,75,0
80,32,46,56,62,9,41,10,61,1,-1
25,27,76,51,8,60,87,77,86,48,0
81,56,94,56,86,43,44,57,76,46,0
40,73,71,60,34,18,80,43,61,69,1
0,52,32,22,92,17,92,90,13,51,1
4,64,94,69,33,57,21,53,81,10,1
24,39,80,12,72,27,99,86,19,60,-1
9,84,59,55,11,3,61,15,25,27,-1
22,85,9,3,25,21,1,8,23,100,0
100,69,54,22,17,41,48,34,35,29,-1
71,85,31,6,42,69,31,86,9,77,-1
100,91,68,8,61,41,79,84,62,53,0
0,72,48,3,68,40,36,80,22,71,-1
97,9,53,55,98,3,51,92,94,16,0
9,21,56,51,35,29,59,76,26,31,1
79,19,58,2,78,74,98,34,73,3,1
99,98,13,42,9,20,100,24,4,44,-1
16,43,45,26,70,98,57,19,10,18,1
98,85,94,28,46,57,25,44,3,19,0
0,45,54,63,15,27,43,54,94,36,1
16,62,40,56,65,68,65,61,0,46,1
21,39,27,98,89,82,95,44,84,63,0
1,8,87,87,25,95,24,69,81,1,1
8,81,35,55,13,13,61,34,43,41,-1
76,17,19,75,90,51,47,5,47,83,-1
92,89,50,12,100,92,89,91,65,34,-1
55,99,34,26,9,64,30,60,97,77,0
43,63,59,51,52,100,36,48,70,14,-1
77,42,92,34,49,91,3,77,22,81,0
72,39,84,51,95,13,69,96,35,28,-1
3,68,64,49,67,38,58,61,97,88,0
88,2,70,50,45,73,10,25,16,6,1
57,46,10,10,11,30,61,70,44,54,-1
35,50,53,0,41,39,31,52,48,55,-1
2,55,0,31,55,26,93,42,66,29,-1
25,62,80,84,41,92,43,0,49,62,-1
70,92,18,81,88,68,69,28,44,94,1
86,46,88,57,29,44,9,48,49,6,0
47,94,86,31,93,53,14,63,18,12,-1
47,56,12,85,99,27,8,35,20,62,-1
63,15,4,95,39,10,57,28,34,5,1
14,71,75,85,92,48,85,77,57,84,0
23,22,16,55,89,100,3,88,70,68,-1
23,70,9,26,86,16,84,75,96,53,-1
84,84,56,96,79,2,66,23,55,34,1
44,98,57,52,62,25,75,49,70,90,-1
50,83,100,56,93,49,12,98,45,38,1
26,22,100,62,16,3,83,10,68,7,0
98,68,76,95,97,12,14,25,90,27,-1
84,37,83,96,60,56,90,83,98,71,-1
16,42,40,26,30,47,22,46,53,91,1
10,70,7,13,56,100,54,40,41,62,1
44,1,35,92,43,88,76,37,66,38,-1
95,85,78,26,42,85,73,1,65,20,0
83,11,15,82,76,49,62,85,71,85,-1
2,69,22,69,29,77,76,15,83,53,1
18,60,70,10,23,5,74,2,96,87,1
53,15,74,11,73,57,67,27,49,78,0
65,92,54,48,62,88,10,48,89,8,0
21,19,90,89,100,21,64,4,56,11,1
27,48,56,79,38,80,61,92,3,83,1
81,44,95,24,16,7,18,81,37,98,1
2,21,47,56,30,58,85,58,100,65,-1
63,17,67,36,96,73,12,40,22,39,0
25,26,47,53,92,35,14,38,11,46,0
17,72,15,24,60,82,46,23,91,62,-1
6,69,40,20,81,89,22,14,66,37,0
36,71,75,0,90,97,75,1,70,97,1
41,14,33,1,49,38,22,60,62,66,1
73,19,65,1,27,23,71,4,41,85,1
90,66,4,74,55,74,26,49,34,3,1
81,61,83,51,60,82,39,48,22,99,-1
89,68,3,83,32,16,43,60,17,92,0
33,54,88,49,5,24,45,17,34,83,1
34,41,90,0,91,41,76,34,8,30,1
38,16,97,4,86,67,33,44,80,29,1
47,29,9,25,97,79,75,39,14,86,-1
1,3,15,52,8,7,92,94,89,78,1
24,56,46,68,99,45,42,47,47,55,1
100,8,29,43,91,30,85,10,86,76,0
59,22,75,21,56,18,78,78,11,97,1
21,5,47,64,67,69,71,1,90,70,-1
37,39,94,73,43,93,97,0,40,86,-1
68,83,58,23,66,2,63,49,21,83,0
18,36,72,29,33,18,9,22,54,80,1
95,40,13,38,36,95,66,38,95,16,1
93,0,93,70,50,78,27,41,23,72,0
2,89,26,47,60,17,33,7,10,78,0
13,81,84,25,70,22,5,52,22,43,-1
99,45,100,39,46,63,23,38,48,9,1
8,12,15,55,8,75,37,61,14,47,-1
82,24,52,79,40,55,31,71,57,16,-1
1,78,75,56,20,43,92,76,62,96,1
93,45,90,52,62,67,60,72,54,72,0
16,4,20,94,5,40,17,94,8,0,-1
56,42,78,72,65,95,95,12,91,55,1
36,36,29,89,68,12,34,2,65,18,0
10,56,49,72,62,86,93,0,37,19,1
45,6,70,77,70,25,12,4,70,22,-1
40,14,39,36,77,79,4,8,98,52,1
88,30,79,37,100,66,24,99,60,61,-1
56,72,2,30,0,100,96,95,8,50,-1
68,18,73,6,50,2,1,15,91,44,1
53,37,83,77,34,25,19,38,86,27,0
17,15,25,48,67,49,32,4,94,60,0
66,48,85,21,99,36,97,62,96,100,0
17,84,42,5,47,14,76,33,40,94,1
38,87,60,88,63,29,69,9,74,50,0
75,92,33,89,13,95,18,75,59,37,1
46,3,89,11,69,17,96,54,29,11,0
44,94,57,73,21,73,86,84,87,73,-1
9,3,84,18,14,98,79,82,57,78,-1
41,58,29,45,29,8,63,63,47,15,0
48,36,63,73,80,31,27,6,78,89,0
50,88,46,92,32,72,52,7,81,43,-1
69,52,12,91,77,35,43,79,30,2,0
52,33,7,86,98,95,48,100,13,92,1
48,44,56,20,61,60,24,60,99,36,-1
97,33,32,0,37,99,85,28,73,45,0
47,33,89,85,51,84,95,62,34,51,1
73,69,34,76,100,15,82,49,43,20,-1
49,35,89,60,70,34,35,36,29,66,0
5,80,73,61,31,26,30,37,69,27,-1
37,91,8,77,97,65,7,53,39,73,0
47,87,62,30,47,8,24,64,74,30,0
7,30,96,88,58,40,97,100,63,64,0
19,30,54,98,36,65,84,60,9,62,0
80,8,54,75,53,42,5,42,96,94,0
95,50,12,68,13,39,20,32,27,81,1
48,75,86,1,0,36,21,7,76,23,0
88,80,2,21,27,9,76,5,93,57,0
58,33,67,23,78,94,75,45,61,94,0
78,80,79,64,51,79,73,69,81,34,-1
0,84,90,2,15,36,40,42,40,69,1
31,52,32,30,91,25,59,93,88,31,0
60,73,72,15,49,36,95,71,86,99,-1
48,99,6,100,50,86,98,5,60,67,-1
70,8,57,33,35,15,19,25,48,47,0
16,37,34,38,88,72,51,16,62,2,0
20,53,7,12,57,61,56,75,69,99,-1
29,86,1,34,16,2,24,8,39,25,0
54,9,47,3,100,99,87,77,62,24,-1
1,68,1,0,31,0,83,55,67,74,-1
67,90,5,84,11,37,23,98,21,6,1
60,26,12,85,77,15,97,69,59,58,1
29,81,68,35,4,18,87,85,13,9,0
41,63,46,2,0,58,93,59,60,79,0
58,34,60,57,23,93,19,59,56,39,0
73,82,26,61,46,51,51,69,88,13,1
22,24,71,21,96,63,34,4,1,46,1
39,61,29,16,21,90,90,43,13,63,-1
21,42,58,88,80,32,80,22,88,86,-1
68,77,54,14,51,59,98,22,28,93,-1
35,62,32,95,79,0,33,71,82,36,1
96,95,35,96,26,26,37,50,41,77,1
74,5,21,88,90,21,49,67,51,66,1
39,74,14,42,15,45,53,82,66,4,0
16,91,82,8,37,23,77,35,24,21,0
58,61,65,7,48,82,37,40,83,5,1
31,14,13,57,23,36,46,24,11,5,-1
77,93,54,38,97,86,67,26,62,23,0
34,36,75,76,78,70,51,23,37,70,1
32,35,55,22,5,82,68,31,12,41,-1
3,17,76,32,94,19,74,2,25,91,1
84,0,72,34,31,4,85,45,78,64,1
3,55,82,97,94,69,48,14,40,30,1
14,51,79,79,7,22,54,87,58,54,-1
73,55,100,2,0,20,89,60,14,41,1
3,63,36,43,10,43,43,100,6,98,1
8,91,43,75,4,32,63,83,3,20,1
30,89,99,96,99,92,88,99,2,14,-1
55,2,81,66,1,3,37,49,56,85,-1
95,72,0,79,72,93,35,37,30,69,0
22,29,38,67,79,94,2,78,73,38,-1
34,99,12,82,77,5,15,11,29,38,-1
92,16,0,55,44,48,38,55,91,63,1
64,37,69,74,66,100,23,24,93,52,-1
9,46,22,17,61,58,72,81,57,67,0
86,15,76,40,10,98,16,92,74,11,0
41,40,15,18,51,46,58,54,16,9,0
8,54,79,5,24,92,100,71,52,48,0
11,52,100,73,92,48,43,87,89,74,1
47,70,1,17,99,67,73,31,97,59,1
60,3,67,25,34,37,56,82,36,47,1
90,79,20,1,68,55,41,98,74,49,0
5,77,47,14,47,2,86,10,28,78,-1
28,8,99,71,26,30,82,59,65,14,0
82,53,28,47,93,70,63,68,29,19,-1
4,68,19,6,94,48,92,41,48,93,0
96,24,88,12,61,33,84,12,46,88,-1
37,55,17,81,81,92,12,83,74,15,-1
50,65,31,1,12,49,78,12,14,94,-1
88,94,94,2,53,67,33,76,48,17,-1
94,62,89,8,51,18,28,45,67,28,1
81,56,31,55,3,42,46,41,44,6,0
18,2,9,66,48,35,24,69,97,6,0
64,69,52,35,15,36,30,56,62,97,1
24,58,4,97,53,41,3,77,89,18,1
51,57,96,21,36,77,46,22,67,18,-1
72,59,4,79,72,73,30,55,42,76,-1
68,48,9,9,14,30,84,87,6,13,0
98,35,45,25,16,1,67,95,37,46,-1
66,38,15,77,97,46,9,22,73,89,0
15,85,75,28,9,67,33,4,84,16,0
62,15,32,59,20,27,42,23,57,100,1
96,83,89,65,44,33,84,76,4,36,0
12,17,36,32,13,61,95,6,13,47,-1
5,73,46,2,62,76,59,36,43,40,0
39,74,19,91,31,4,12,86,65,97,-1
1,99,36,67,72,42,84,36,54,98,-1
46,46,49,79,53,37,90,40,55,57,1
17,93,33,34,90,7,100,8,79,37,-1
66,59,37,66,96,52,49,31,12,28,-1
19,10,39,15,69,10,40,98,34,20,0
92,60,85,40,43,24,74,87,29,65,0
17,51,64,92,20,29,20,40,60,29,1
95,78,87,21,63,66,53,21,41,57,-1
89,13,77,9,99,47,27,99,68,34,1
61,18,4,64,67,97,41,18,97,42,1
99,65,55,2,41,12,73,22,42,24,0
87,29,43,100,53,11,10,28,29,8,0
3,23,8,1,13,9,38,63,65,34,-1
97,5,96,66,25,68,63,43,23,75,-1
0,34,75,17,27,97,56,99,99,78,0
49,22,6,38,26,74,40,68,51,26,0
69,18,17,8,100,100,71,68,26,36,1
56,90,63,42,56,20,4,29,57,70,0
72,5,12,83,52,98,89,67,36,89,1
86,25,79,58,92,8,91,21,78,25,1
79,82,31,77,25,81,15,29,89,23,1
82,69,57,82,8,47,46,45,66,95,0
52,70,56,51,6,49,85,56,96,99,-1
0,11,78,27,68,63,2,93,55,99,-1
28,59,34,52,26,72,6,37,69,82,0
98,8,83,60,69,11,36,76,71,64,1
68,55,64,61,44,4,70,84,79,90,-1
63,73,96,41,91,40,2,85,11,49,0
82,38,51,85,86,91,55,2,35,52,1
50,70,48,93,10,19,48,3,92,24,1
56,7,59,60,33,37,89,56,49,5,0
80,37,62,12,78,77,51,7,3,1,1
3,61,22,28,14,48,39,52,63,66,-1
0,84,46,91,82,78,35,65,2,69,0
58,84,58,44,2,79,54,17,22,11,1
87,36,45,99,54,99,98,30,45,87,-1
92,57,97,31,68,28,52,83,37,60,0
60,65,3,73,86,76,14,32,45,36,0
89,87,9,50,40,80,46,10,79,90,0
51,20,75,56,71,3,92,13,52,27,-1
99,98,21,77,9,2,60,89,56,32,0
27,75,85,45,4,95,1,69,0,14,1
96,21,36,33,20,73,89,13,24,89,1
36,84,12,14,43,94,24,20,30,52,1
84,94,56,53,88,34,17,48,46,32,0
72,21,34,81,99,31,17,61,70,16,-1
32,84,51,6,49,18,17,9,45,78,0
19,12,91,56,78,66,69,68,97,95,1
43,50,7,14,60,7,22,73,24,96,0
51,39,34,69,72,20,98,71,38,56,1
84,11,88,81,49,98,85,13,49,35,0
36,35,27,59,98,19,3,40,82,24,0
64,70,83,62,58,63,77,77,24,77,0
58,60,59,58,91,21,24,27,77,14,1
1,68,82,46,18,37,82,94,65,7,0
58,96,77,74,60,99,41,31,13,90,0
73,23,56,58,53,83,19,81,16,60,0
14,31,66,60,42,96,93,93,48,89,1
44,90,28,6,65,25,29,40,65,39,1
48,62,31,77,17,93,12,76,9,20,1
70,70,82,2,70,99,82,83,32,98,-1
12,58,34,62,11,54,86,28,23,90,0
58,56,31,16,32,39,19,10,2,22,-1
23,98,54,56,15,31,70,7,87,4,-1
54,33,89,66,61,32,6,37,92,84,0
6,29,73,93,0,68,70,71,80,27,1
16,2,40,50,96,39,43,96,84,7,1
99,35,17,28,78,0,46,1,59,58,-1
2,50,20,90,80,95,29,88,54,60,0
89,18,51,10,38,21,48,26,21,42,0
81,58,27,37,95,50,56,13,53,87,-1
67,97,98,31,68,32,40,25,65,16,0
81,45,80,80,78,18,95,85,24,84,1
34,61,86,81,33,2,90,28,41,33,1
50,24,94,19,90,13,35,89,72,85,1
82,84,66,1,65,54,65,94,40,20,1
94,27,77,23,60,86,52,1,68,64,1
82,66,13,8,54,28,67,76,74,10,0
30,99,7,49,25,0,57,4,71,48,1
31,71,80,80,60,67,82,97,16,6,0
45,77,63,59,83,48,16,59,63,88,0
37,70,70,74,39,20,100,97,17,12,1
14,98,84,55,53,63,64,88,73,53,-1
60,33,49,18,53,29,61,5,64,42,1
51,87,61,30,85,99,67,0,72,31,0
30,39,8,82,14,100,8,84,6,53,0
40,46,68,12,30,66,22,3,74,39,0
79,66,11,86,36,97,27,24,44,82,1
66,51,50,99,27,73,26,46,43,42,0
44,28,16,13,64,39,5,21,45,96,-1
32,91,72,5,16,8,6,35,16,12,0
8,69,68,37,2,14,99,85,40,52,-1
79,29,74,59,66,25,89,90,24,42,0
29,9,27,35,61,99,74,94,1,47,-1
99,61,72,28,1,91,44,97,77,6,-1
21,71,38,40,53,66,11,1,46,88,-1
32,56,35,67,86,44,95,17,15,63,1
53,43,69,26,1,66,55,9,77,33,1
78,13,46,78,59,55,67,44,9,79,1
31,43,36,99,93,31,67,82,63,40,1
79,31,94,67,55,22,11,55,62,65,1
2,71,57,80,55,14,40,98,84,56,0
31,57,43,69,65,92,21,65,3,93,0
89,82,87,17,6,78,95,17,68,42,0
31,33,15,74,13,88,59,56,88,35,0
99,52,24,65,19,56,79,87,45,93,-1
10,68,23,43,56,95,52,4,40,42,0
94,69,74,94,90,26,41,41,30,40,-1
90,35,64,77,85,12,83,86,16,63,0
87,83,94,59,45,95,100,9,59,38,0
7,87,63,15,19,29,39,69,98,67,0
55,13,15,95,86,7,49,50,26,92,-1
76,99,94,12,89,55,97,57,20,62,0
24,36,41,91,54,49,61,20,59,46,1
30,77,50,26,75,82,34,7,71,92,-1
91,21,62,48,82,91,76,48,44,93,-1
33,93,91,46,51,90,67,46,37,2,0
86,56,27,99,22,11,42,87,75,84,-1
45,58,21,54,81,43,1,28,38,24,0
85,80,38,34,77,76,69,34,62,17,0
29,14,51,29,48,79,35,30,10,2,1
81,15,69,30,85,82,55,90,24,8,-1
16,43,13,92,17,89,19,61,82,1,-1
46,25,85,65,17,22,4,2,40,30,0
54,14,8,1,44,67,60,86,13,95,1
40,86,12,59,57,65,44,21,55,15,0
40,95,58,33,46,77,64,54,75,87,-1
11,99,80,93,25,0,85,67,86,79,1
52,9,54,68,96,25,7,40,39,97,1
27,71,76,80,89,83,18,78,53,67,0
32,84,89,66,44,47,80,3,36,92,1
56,67,91,42,90,63,31,93,33,8,-1
40,66,70,81,99,77,44,45,21,77,0
46,54,21,17,16,9,71,88,19,84,1
17,58,80,93,30,46,81,54,82,12,1
10,51,77,75,69,41,35,60,40,54,-1
80,70,30,27,12,44,74,94,90,11,0
40,47,35,100,60,80,86,17,95,0,-1
11,10,92,26,93,16,87,91,9,10,0
0,61,92,30,88,70,39,9,77,86,-1
99,44,14,20,54,70,40,92,39,99,1
37,4,75,19,3,13,38,51,30,57,-1
2,74,62,32,89,98,17,68,44,100,0
54,54,24,60,54,35,79,93,45,61,-1
53,61,11,60,27,62,48,31,86,92,0
21,52,12,26,37,32,33,44,34,94,-1
79,13,95,75,61,59,39,91,0,97,-1
81,48,26,52,58,71,49,52,69,93,-1
2,28,26,34,67,16,48,46,85,84,-1
9,96,48,44,62,63,5,0,61,90,0
82,2,82,22,98,89,82,51,68,66,0
92,84,73,75,22,99,43,73,36,3,0
